motor_key,motor_label,scenario,id_base,p_base_w,id_best,p_best_w,saving_pct,err_base,err_best,err_limit
air56,"АИР56 0,25 кВт",hold:0.8,1.35,87.62018126320184,1.73,85.05022986933747,2.93305875063703,0.24719655990600586,0.25940301895141604,0.25955638790130614
air56,"АИР56 0,25 кВт",speed_step,1.35,94.06381900319184,2.0,85.20433413438167,9.418589381863763,0.29653292338053383,0.14571140925089518,0.3113595695495605
al31,"АЛ-31-4 0,6 кВт",hold:0.8,1.5,185.98127879575011,0.8300000000000001,185.94157946305924,0.02134587575046698,0.04365142822265625,0.024806302388509116,0.04583399963378906
al31,"АЛ-31-4 0,6 кВт",speed_step,1.5,185.2367487727023,0.6499999999999999,184.28251953552248,0.5151403506605035,0.10131285349527995,0.09984929402669271,0.10637849617004395
ao2,"АО2-32-4 3,0 кВт",hold:0.8,1.8,192.6298792652139,1.8,192.6298792652139,0.0,0.08110335032145183,0.08110335032145183,0.08515851783752443
ao2,"АО2-32-4 3,0 кВт",speed_step,1.8,193.09446758965646,1.91,184.98633127570423,4.199051591256753,0.21555258433024088,0.1932029342651367,0.22633021354675292
