motor_key,motor_label,regime,avg_saving_full_pct,avg_saving_steady_pct,avg_eta_gain_full_pct,avg_eta_gain_steady_pct,max_mae_ratio_full
air56,"АИР56 0,25 кВт",periodic,2.3996046750510063,5.092423694638845,2.1752140253843253,1.0539148240710616,0.9884908589694532
air56,"АИР56 0,25 кВт",steady,1.401666546893654,1.8235103733550972,1.995239830481288,0.21854145773199107,0.9841129997606987
al31,"АЛ-31-4 0,6 кВт",periodic,3.500767110117084,0.023494165481482976,2.3618634581749536,0.005812334499097349,0.9758928626626587
al31,"АЛ-31-4 0,6 кВт",steady,2.877491957321332,-0.34963085277257555,3.468821964982838,-0.007487005848705319,0.9729739665703837
ao2,"АО2-32-4 3,0 кВт",periodic,-0.12564215552139935,-0.5036752858543381,-0.16888939998562502,-0.7629979747667437,1.0232435444914512
ao2,"АО2-32-4 3,0 кВт",steady,-0.3432847914898174,-0.33844149449504535,-0.18623041304318688,-1.096589046943508,1.0000769455509588
