controller,samples,avg_power_saving_pct_mean,avg_power_saving_pct_std,avg_power_saving_pct_min,avg_power_saving_pct_max,avg_eta_gain_pct_mean,avg_eta_gain_pct_std,avg_eta_gain_pct_min,avg_eta_gain_pct_max,err_failures_mean,err_failures_std,err_failures_min,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_std,start_stop_power_saving_pct_min,start_stop_power_saving_pct_max,worst_current_peak_ratio_mean,worst_current_peak_ratio_std,worst_current_peak_ratio_min,worst_current_peak_ratio_max,worst_current_mean_ratio_mean,worst_current_mean_ratio_std,worst_current_mean_ratio_min,worst_current_mean_ratio_max,avg_controller_speed_err_mean,avg_controller_speed_err_std,avg_controller_speed_err_min,avg_controller_speed_err_max
FOC,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.645323486962666,3.377872731165686,1.1896475924104453,9.229516518220306
MIC,15,1.0107854188964074,0.7639107532010969,0.3714083621434021,2.0846206125561286,1.4802057098047383,1.9565264397390507,0.006717149676563339,4.245155394031702,1.3333333333333333,0.9428090415820634,0.0,2.0,2.5588140510293784,4.013884724643214,-0.34661870591834454,8.23476985501863,1.087595856926194,0.0676877160433012,1.030241786659909,1.1826455017914799,1.067429848953084,0.07405977478293267,1.0024677039169743,1.1710601670439393,4.73641455106282,3.477666773087747,1.0453012573286526,9.396755606472055
PI,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.645323486962666,3.377872731165686,1.1896475924104453,9.229516518220306
