motor,mode,samples,avg_power_saving_pct_mean,avg_power_saving_pct_min,avg_eta_gain_pct_mean,avg_eta_gain_pct_min,err_failures_mean,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_min,score
al31,mode1_foc_encoder_vs_mic_sensorless,3,0.1340021771167765,-0.4855734406960299,-0.0307160495900062,-0.0323394023681117,3.0,3.0,0.6004071342859962,-1.9070666216066008,10.460740743850092
al31,mode2_foc_sensorless_vs_mic_sensorless,3,0.1340021771167765,-0.4855734406960299,-0.0307160495900062,-0.0323394023681117,3.0,3.0,0.6004071342859962,-1.9070666216066008,10.460740743850092
