motor,avg_power_saving_pct_mean,avg_power_saving_pct_min,avg_eta_gain_pct_mean,avg_eta_gain_pct_min,err_failures_mean,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_min,mean_pass,worst_case_pass,acceptance_pass
air56,0.3038369271617223,0.103662270688784,-0.0927504506523707,-0.0988088371304041,1.6666666666666667,2.0,1.1476851414424154,0.4158156028352455,False,False,False
al31,0.1340021771167765,-0.4855734406960299,-0.0307160495900062,-0.0323394023681117,3.0,3.0,0.6004071342859962,-1.9070666216066008,False,False,False
ao2,8.51955014676245,0.8389329550159476,17.44473169891393,1.7572863508128729,2.6666666666666665,3.0,31.989266220268547,1.493773123708142,False,False,False
