motor,mode,samples,avg_power_saving_pct_mean,avg_power_saving_pct_min,avg_eta_gain_pct_mean,avg_eta_gain_pct_min,err_failures_mean,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_min,score
air56,mode1_foc_encoder_vs_mic_sensorless,5,0.6147884835796003,0.5151508570179902,0.0013968558560217,-0.0194787941611151,0.0,0.0,2.434403000897996,2.1898001313737314,0.0
air56,mode2_foc_sensorless_vs_mic_sensorless,5,0.6147884835796003,0.5151508570179902,0.0013968558560217,-0.0194787941611151,0.0,0.0,2.434403000897996,2.1898001313737314,0.0
