policy,load_torque,omega_ref,speed_err_abs,speed_err_rel,valid_speed,omega_ss,n2_rpm,i_rms,v_rms_phase,vll_rms,p_el,p_el_pos,p_el_motor_pos,p_mech,p_shaft,p2_kw,m2,eta,eta_raw,eta_pct,cos_phi,cos_phi_method,cos_phi_warning,cos_phi_phase_raw,cos_phi_line_raw,t_start,t_end
FOC,4.0066978680477146,44.92477494633405,2.614105995935283,0.058188516226470255,0,42.310668950398764,404.03712653884435,5.7085378310303305,82.29333428098205,136.60731887173378,500.8269714751191,500.8269714751191,466.6630620896407,211.12047301628257,169.52606707923536,0.16952606707923537,4.0066978680477146,0.3384922872263028,0.3384922872263028,33.84922872263028,0.3311255015947431,phase,phase_line_disagreement,0.3311255015947431,0.5735261924438244,1.1259999999999868,1.4999999999999456
MIC_AI,4.0066978680477146,44.92477494633405,57.638388809678595,1.2829978308969137,0,-12.713613863344547,121.40606945477599,8.790111672503798,28.767812393229036,56.29261944638814,876.6752440993937,876.6752440993937,801.7993041363445,-80.19748273277635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,phase,,1.05692261327413,1.8306436658592653,0.08200000000000006,0.10800000000000008
FOC,4.0066978680477146,74.87462491055675,0.9337000041439865,0.012470179386666174,1,73.94092490641276,706.0838217385337,6.165452176233067,143.6712227637439,247.53244273865494,716.0733286098625,716.0733286098625,675.8081693934627,402.5493784150405,296.25894618400014,0.2962589461840001,4.0066978680477146,0.41372710635534726,0.41372710635534726,41.37271063553472,0.25431235598449003,phase,phase_line_disagreement,0.25431235598449003,0.4404819215576798,1.1259999999999868,1.4999999999999456
MIC_AI,4.0066978680477146,74.87462491055675,87.59069074121132,1.1698314461787935,0,-12.716065830654568,121.42948401783735,8.789696765131856,28.769692811362656,56.297221254233094,876.589621134,876.589621134,801.7219952137525,-80.18295255002096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,phase,,1.0568015133285198,1.8304339146006745,0.08200000000000006,0.10800000000000008
FOC,4.0066978680477146,104.82447487477944,12.420108501081529,0.11848481488620156,0,92.40436637369791,882.3967002989123,2.726155894231683,83.3639386012001,138.72420671713584,300.84811171550297,300.84811171550297,285.1617269032679,221.40335018234325,370.2363777477953,0.3702363777477953,4.006697868047714,1.02,1.2306421856418674,102.0,0.4182549303847483,phase,phase_line_disagreement,0.4182549303847483,0.7244387899425677,1.1259999999999868,1.4999999999999456
MIC_AI,4.0066978680477146,104.82447487477944,117.5416253510232,1.1213185230971616,0,-12.717150476243761,121.43984162025872,8.789512858583725,28.770525914737036,56.299251472948555,876.5517907273405,876.5517907273405,801.6878375968654,-80.17656643671208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,phase,,1.056747997950486,1.8303412232469334,0.08200000000000006,0.10800000000000008
FOC,4.0066978680477146,134.77432483900216,36.22427393059559,0.2687772613505439,0,98.55005090840658,941.0836646418503,10.577934837925282,218.38091613016624,378.1975887402645,1132.4182346029413,1573.805287333022,1508.5552103369876,793.9156123320696,394.8602788707064,0.3948602788707064,4.0066978680477146,0.34868767280946855,0.34868767280946855,34.868767280946855,0.14822862078823854,phase,phase_line_disagreement,0.14822862078823854,0.2567395023410894,1.1259999999999868,1.4999999999999456
MIC_AI,4.0066978680477146,134.77432483900216,147.49208609066366,1.094363383135874,0,-12.717761251661512,121.44567409586999,8.789409130267453,28.77100507338879,56.30040282499697,876.5304972002151,876.5304972002151,801.668610986903,-80.17296830627564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,phase,,1.0567175261439914,1.8302884445298864,0.08200000000000006,0.10800000000000008
FOC,8.013395736095429,44.92477494633405,45.77996827715594,1.019036118307626,0,-0.8551933308218916,8.166494753971595,11.864940635490631,59.43239184516801,100.29952599787146,1051.2086703249897,1156.5806137923216,1045.4506683476945,-25.684992319414654,56.746517979044235,0.05674651797904424,66.35519236861617,0.05398216318126504,0.05398216318126504,5.3982163181265035,0.4381568020383534,phase,phase_line_disagreement,0.4381568020383534,0.7589098428123269,1.1259999999999868,1.4999999999999456
MIC_AI,8.013395736095429,44.92477494633405,71.44863974397776,1.5904061807616938,0,-26.523864797643714,253.28425154676668,9.071809871755436,61.0045120004902,107.57656865364144,529.84232300724,529.84232300724,453.1380153027797,-306.67636196453407,0.0,0.0,0.0,0.0,0.0,0.0,0.27293130165037255,phase,phase_line_disagreement,0.27293130165037255,0.4727308814343526,0.10900000000000008,0.1450000000000001
FOC,8.013395736095429,74.87462491055675,75.72981824137864,1.0114216709845756,0,-0.8551933308218916,8.166494753971595,11.864940635490631,59.43239184516801,100.29952599787146,1051.2086703249897,1156.5806137923216,1045.4506683476945,-25.684992319414654,56.746517979044235,0.05674651797904424,66.35519236861617,0.05398216318126504,0.05398216318126504,5.3982163181265035,0.4381568020383534,phase,phase_line_disagreement,0.4381568020383534,0.7589098428123269,1.1259999999999868,1.4999999999999456
MIC_AI,8.013395736095429,74.87462491055675,101.38762117174103,1.354098551984147,0,-26.51299626118428,253.18046466866508,9.074220575619906,61.00412751279467,107.57845151806228,530.1782494421547,530.1782494421547,453.4358122002656,-306.6985510840606,0.0,0.0,0.0,0.0,0.0,0.0,0.27303983373180835,phase,phase_line_disagreement,0.27303983373180835,0.4729188645136506,0.10900000000000008,0.1450000000000001
FOC,8.013395736095429,104.82447487477944,105.67966820560133,1.008158336417554,0,-0.8551933308218916,8.166494753971595,11.864940635490631,59.43239184516801,100.29952599787146,1051.2086703249897,1156.5806137923216,1045.4506683476945,-25.684992319414654,56.746517979044235,0.05674651797904424,66.35519236861617,0.05398216318126504,0.05398216318126504,5.3982163181265035,0.4381568020383534,phase,phase_line_disagreement,0.4381568020383534,0.7589098428123269,1.1259999999999868,1.4999999999999456
MIC_AI,8.013395736095429,104.82447487477944,131.33303289034507,1.2528851973475856,0,-26.508558015565615,253.1380825449331,9.07527284851277,61.0048042171077,107.58066343093574,530.3232997726258,530.3232997726258,453.56439248311926,-306.70907925619116,0.0,0.0,0.0,0.0,0.0,0.0,0.27308256229410866,phase,phase_line_disagreement,0.27308256229410866,0.47299287255448913,0.10900000000000008,0.1450000000000001
FOC,8.013395736095429,134.77432483900216,135.62951816982405,1.0063453727692087,0,-0.8551933308218916,8.166494753971595,11.864940635490631,59.43239184516801,100.29952599787146,1051.2086703249897,1156.5806137923216,1045.4506683476945,-25.684992319414654,56.746517979044235,0.05674651797904424,66.35519236861617,0.05398216318126504,0.05398216318126504,5.3982163181265035,0.4381568020383534,phase,phase_line_disagreement,0.4381568020383534,0.7589098428123269,1.1259999999999868,1.4999999999999456
MIC_AI,8.013395736095429,134.77432483900216,161.28049098783225,1.1966707396271037,0,-26.506166148830104,253.11524190008268,9.075862276030469,61.005439273201056,107.58232516372983,530.4041854042415,530.4041854042415,453.63610612221464,-306.7152260965288,0.0,0.0,0.0,0.0,0.0,0.0,0.2731051586958421,phase,phase_line_disagreement,0.2731051586958421,0.47303201067035966,0.10900000000000008,0.1450000000000001
FOC,12.020093604143142,44.92477494633405,48.64679242704519,1.082849997248898,0,-3.722017480711142,35.54264881977729,15.261761236321535,96.2708145215736,164.60072625685297,1802.7419330099917,2124.5659170738572,1968.2652345997653,-23.588230486331625,94.86471843851375,0.09486471843851375,25.48744570119229,0.052622461763076965,0.052622461763076965,5.262246176307697,0.36345587107471233,phase,phase_line_disagreement,0.36345587107471233,0.6295240350106054,1.1259999999999868,1.4999999999999456
MIC_AI,12.020093604143142,44.92477494633405,105.13532474104466,2.3402526749802655,0,-60.2105497947106,574.9683975665338,8.706742110484345,137.2386494702746,236.68078579536484,-86.39348766508026,36.14474380452565,18.48765255914958,-871.3684227057621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,,-0.04375928744647974,-0.07579330916031389,0.1540000000000001,0.20500000000000015
FOC,12.020093604143142,74.87462491055675,78.58401250259426,1.0495413178559312,0,-3.709387592037519,35.42204226699084,15.271825499178865,96.24262059026573,164.52381025311104,1805.1966706979867,2128.220551418316,1971.8445482510658,-23.501417140921077,94.90773933573475,0.09490773933573475,25.585824339160833,0.05257473652388151,0.05257473652388151,5.257473652388152,0.36382320772539595,phase,phase_line_disagreement,0.36382320772539595,0.6301602807530715,1.1259999999999868,1.4999999999999456
MIC_AI,12.020093604143142,74.87462491055675,135.3486058875418,1.8076699021761466,0,-60.473980976985054,577.483980055945,8.691485661232846,137.8287032738368,237.6654622798083,-92.73167097847386,28.747981045487222,13.147628166590879,-872.6640474501374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,,-0.04535357099164303,-0.07855468926220772,0.1540000000000001,0.20500000000000015
FOC,12.020093604143142,104.82447487477944,108.53386246681696,1.0353866556113793,0,-3.709387592037519,35.42204226699084,15.271825499178865,96.24262059026573,164.52381025311104,1805.1966706979867,2128.220551418316,1971.8445482510658,-23.501417140921077,94.90773933573475,0.09490773933573475,25.585824339160833,0.05257473652388151,0.05257473652388151,5.257473652388152,0.36382320772539595,phase,phase_line_disagreement,0.36382320772539595,0.6301602807530715,1.1259999999999868,1.4999999999999456
MIC_AI,12.020093604143142,104.82447487477944,165.53078191917547,1.5791234071710274,0,-60.706307044396034,579.7025305781985,8.666704851554725,138.16575415013327,238.26457690475206,-91.48035927754792,30.25683952075403,12.886864755863105,-866.6262726018051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,,-0.04492848743965226,-0.07781842295269788,0.1540000000000001,0.20500000000000015
FOC,12.020093604143142,134.77432483900216,138.4837124310397,1.0275229543644062,0,-3.709387592037519,35.42204226699084,15.271825499178865,96.24262059026573,164.52381025311104,1805.1966706979867,2128.220551418316,1971.8445482510658,-23.501417140921077,94.90773933573475,0.09490773933573475,25.585824339160833,0.05257473652388151,0.05257473652388151,5.257473652388152,0.36382320772539595,phase,phase_line_disagreement,0.36382320772539595,0.6301602807530715,1.1259999999999868,1.4999999999999456
MIC_AI,12.020093604143142,134.77432483900216,195.61375352059582,1.451417054058856,0,-60.839428681593674,580.973748573748,8.646636187017764,138.47844745636928,238.7856371303777,-93.19426877972833,25.567113193074025,11.317725823802816,-864.6403574241481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,,-0.04532777090393596,-0.07851000219945933,0.1540000000000001,0.20500000000000015
FOC,16.026791472190858,44.92477494633405,58.857646191951716,1.310137808419998,0,-13.932871245617667,133.0491198121791,15.519917518663704,95.75582737294019,164.82146658183007,1727.6917174155117,2103.297947700992,1944.2427462916328,-286.32083843110547,80.93768277799207,0.08093768277799207,5.8091172559604,0.04684729455036594,0.04684729455036594,4.684729455036594,0.3408064053716269,phase,phase_line_disagreement,0.3408064053716269,0.5902940096485725,1.1259999999999868,1.4999999999999456
MIC_AI,16.026791472190858,44.92477494633405,221.6485405427644,4.9337707491587866,0,-176.72376559643035,1687.5876513891194,4.905432193003194,220.13602650279003,381.2829575754697,-1121.7642523099712,123.45313227646935,119.62463456724151,-1364.8041747879652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range,-0.35627256257083817,-0.6170821797154535,0.2810000000000002,0.3740000000000003
FOC,16.026791472190858,74.87462491055675,85.3393426794643,1.1397632079146764,0,-10.464717768907548,99.9306936589936,17.14068102861345,113.91203640961608,194.5374234076633,2090.3213998151023,2646.466034473571,2451.90539561086,-170.32465669259517,112.07303461347387,0.11207303461347387,10.709608905694703,0.05361521659941251,0.05361521659941251,5.361521659941252,0.31292385791869687,phase,phase_line_disagreement,0.31292385791869687,0.5420000208156476,1.1259999999999868,1.4999999999999456
MIC_AI,16.026791472190858,74.87462491055675,256.57080039732784,3.4266722631842303,0,-181.6961754867711,1735.070668176725,5.254853046395058,220.00784223463856,381.051858289706,-1108.098300093367,249.69764302134715,243.0609254445347,-1342.7510230132748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range,-0.32979177864341835,-0.5712161165289091,0.2920000000000002,0.3880000000000003
FOC,16.026791472190858,104.82447487477944,123.31464466604079,1.1763917235297312,0,-18.490169791261355,176.568115253261,20.39390411474435,144.28741089637336,247.58954133776493,2805.969815076969,3706.2718855401627,3428.7582916979595,-281.2625247118296,128.7727555656777,0.1287727555656777,6.964390106711569,0.045892423672471115,0.045892423672471115,4.589242367247111,0.27685083094833796,phase,phase_line_disagreement,0.27685083094833796,0.4795197053201835,1.1259999999999868,1.4999999999999456
MIC_AI,16.026791472190858,104.82447487477944,286.66081439716066,2.7346744616617267,0,-181.83633952238122,1736.4091361233884,5.185404162999457,219.88672778444402,380.83175168209715,-1107.660032879838,237.30631571934305,230.68799804001537,-1334.6724052577758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range,-0.33407070133595995,-0.5786274280340508,0.2920000000000002,0.3890000000000003
FOC,16.026791472190858,134.77432483900216,141.46796236531563,1.04966552445586,0,-6.693637526313464,63.91952997469166,17.387714565078834,114.54927046926677,196.88738318726777,2218.0041444060535,2837.1594714216417,2639.7866954809665,-80.77283059255507,123.67368108808995,0.12367368108808995,18.476303893348632,0.05575899458979947,0.05575899458979947,5.575899458979947,0.32732423613416256,phase,phase_line_disagreement,0.32732423613416256,0.5669422075330421,1.1259999999999868,1.4999999999999456
MIC_AI,16.026791472190858,134.77432483900216,316.5833187429602,2.3489883486423864,0,-181.80899390395805,1736.1480047027515,5.204856140666833,219.87538040236032,380.81057152180904,-1119.9289939917894,241.0487156015433,235.23794624961508,-1330.37550915438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range,-0.33647495641763425,-0.5827917199898662,0.2920000000000002,0.3890000000000003
FOC,20.03348934023857,44.92477494633405,44.92477494633405,1.0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range|non_finite_cosphi,nan,nan,1.1259999999999868,1.4999999999999456
MIC_AI,20.03348934023857,44.92477494633405,260.13010022073433,5.790348433163636,0,-215.2053252744003,2055.0594778272,4.474610247412522,219.55245337549584,380.27473035023,-633.7277450506466,287.03600167314784,279.3342694746116,-833.8924238650814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range,-0.225390598334781,-0.3903879678641899,0.21300000000000016,0.2830000000000002
FOC,20.03348934023857,74.87462491055675,74.87462491055675,1.0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range|non_finite_cosphi,nan,nan,1.1259999999999868,1.4999999999999456
MIC_AI,20.03348934023857,74.87462491055675,291.31248031318535,3.8906703126884383,0,-216.43785540262857,2066.8292735722334,4.345006489614675,219.63749245350053,380.4092593498795,-670.2149195414485,280.4359592887379,274.1197828731966,-820.406087751435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range,-0.24440118550853177,-0.42331527073084346,0.21400000000000016,0.2850000000000002
FOC,20.03348934023857,104.82447487477944,104.82447487477944,1.0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range|non_finite_cosphi,nan,nan,1.1259999999999868,1.4999999999999456
MIC_AI,20.03348934023857,104.82447487477944,322.84339428972356,3.0798474752712455,0,-218.01891941494412,2081.927322746517,4.1103821918302765,219.89486962926492,380.86650916037485,-709.0890191001781,157.21286094631384,153.21983307734638,-898.7623559000787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range,-0.2717560391155442,-0.47069526701179776,0.21600000000000016,0.2870000000000002
FOC,20.03348934023857,134.77432483900216,134.77432483900216,1.0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range|non_finite_cosphi,nan,nan,1.1259999999999868,1.4999999999999456
MIC_AI,20.03348934023857,134.77432483900216,353.92907467011037,2.626086794297836,0,-219.1547498311082,2092.7737042613153,4.372854918005671,219.8518559397977,380.77220991330637,-700.5478618979384,285.32949421189375,279.17176597423975,-827.4460703167978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range,-0.2532589031709772,-0.43865728776129925,0.21700000000000016,0.2890000000000002
