motor,mode,samples,avg_power_saving_pct_mean,avg_power_saving_pct_min,avg_eta_gain_pct_mean,avg_eta_gain_pct_min,err_failures_mean,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_min,score
ao2,mode1_foc_encoder_vs_mic_sensorless,5,-329.5705074071316,-442.5968482034255,-62.00316530500709,-78.99910029762407,3.8,4.0,-129.2426320340416,-377.1430898001777,7539.4576277177375
ao2,mode2_foc_sensorless_vs_mic_sensorless,5,-329.5705074071316,-442.5968482034255,-62.00316530500709,-78.99910029762407,3.8,4.0,-129.2426320340416,-377.1430898001777,7539.4576277177375
