t,omega,omega_ref,i_rms,p_el,p_mech
0.001,-0.05000000074505806,125.66370614359174,0.0,1.6782927833565473,-0.0
0.002,-0.09999624639749527,125.66370614359174,0.004761904761904762,1.6806770757468705,1.2705017295065645e-22
0.003,-0.14998875558376312,125.66370614359174,0.014639489178426559,1.2399925767231557,1.2060320346698192e-10
0.004,-0.19997763633728027,125.66370614359174,0.08001951636227435,3.9611790660477317,5.668232941446576e-07
0.005,-0.24996303021907806,125.66370614359174,0.16623626982925507,-5.065290335278776,1.938833100543935e-06
0.006,-0.2999436557292938,125.66370614359174,0.029958363681559144,0.9326834056444469,-3.7149517984783376e-06
0.007,-0.3499191105365753,125.66370614359174,0.11505442176967766,7.499300599352487,-1.4441001805339545e-05
0.008,-0.3998890817165375,125.66370614359174,0.25609865347539296,-3.0569303444405724,-3.034914128471679e-05
0.009000000000000001,-0.44985657930374146,125.66370614359174,0.18066416616321854,-1.0723231334240033,-2.259869519677858e-05
0.010000000000000002,-0.4998210072517395,125.66370614359174,0.11123697003519253,0.700315936505373,-1.8140448398856693e-05
0.011000000000000003,-0.5497816205024719,125.66370614359174,0.05110134349648959,2.098412638405833,-2.1256127217590992e-05
0.012000000000000004,-0.5997374057769775,125.66370614359174,0.024419211471111226,3.1802187322160202,-3.5376074732804365e-05
0.013000000000000005,-0.6496875882148743,125.66370614359174,0.0641205239544156,0.27592740584412834,-6.252837794500912e-05
0.014000000000000005,-0.6996423006057739,125.66370614359174,0.0828653515122374,7.017937811451247,4.7496513288915326e-05
0.015000000000000006,-0.7496009469032288,125.66370614359174,0.2267466473130344,0.598612594062836,0.0001666127052899254
0.016000000000000007,-0.79954993724823,125.66370614359174,0.18273594823511527,1.5360462960732664,8.413100487097027e-05
0.017000000000000008,-0.849486231803894,125.66370614359174,0.1475704142328524,2.70045541310168,-6.372948935195854e-05
0.01800000000000001,-0.8994060754776001,125.66370614359174,0.13321458260633431,4.06397925684905,-0.000295588420367704
0.01900000000000001,-0.9493054747581482,125.66370614359174,0.1497221861767823,5.758839399885055,-0.0006300827801244347
0.02000000000000001,-0.999180018901825,125.66370614359174,0.19415428795110365,4.7099326609370715,-0.0010834304460681716
0.02100000000000001,-1.0490607023239136,125.66370614359174,0.2119089102278424,6.484917708958191,-0.0009307065935206889
0.022000000000000013,-1.0989463329315186,125.66370614359174,0.24969018816034952,8.346798626886303,-0.0007851922168841972
0.023000000000000013,-1.148834228515625,125.66370614359174,0.30005403458651647,10.3254712642335,-0.0006831274555184003
0.024000000000000014,-1.198720097541809,125.66370614359174,0.3581794300228517,11.767119079731188,-0.0006708963545104833
0.025000000000000015,-1.2485309839248657,125.66370614359174,0.425163178350315,17.47362832134781,-0.002476177176456926
0.026000000000000016,-1.2982521057128906,125.66370614359174,0.5181512323238446,17.493956698326983,-0.0048109259521322625
0.027000000000000017,-1.347960114479065,125.66370614359174,0.5863177865668548,20.555009135026292,-0.005246287016326226
0.028000000000000018,-1.3976484537124634,125.66370614359174,0.6591744240714659,23.934007333802114,-0.005884398706348691
