motor,policy,load_factor,p2_kw_model,p2_kw_nameplate,p2_kw_delta_pct,i1_a_model,i1_a_nameplate,i1_a_delta_pct,n2_rpm_model,n2_rpm_nameplate,n2_rpm_delta_pct,eta_pct_model,eta_pct_nameplate,eta_pct_delta_abs,cos_phi_model,cos_phi_nameplate,cos_phi_delta_abs,checkpoint_used,omega_ref_pu_used,load_csv,nominal_proxy_used,nominal_proxy_abs_err
air56,FOC,1.0,0.1323741949555887,0.25,-47.05032201776452,0.5863226346782137,0.7,-16.239623617398042,730.7055561548499,1380.0,-47.0503220177645,53.0900989006754,75.0,-21.9099010993246,0.8362460798521045,0.68,0.15624607985210448,C:\mic_theory\outputs\air56_ep002_loadheavy_wspeed2_20260408h\results_run\20260408_203735_tmp_air56_ep022_mix04_train_20260322_ai_id_ref\eval\actor_ep001.pth,1.0,C:\mic_theory\paper\ieee_2026\data\passport\20260412_postrestore_ai_2motors_release\raw\air56\load_characteristics.csv,False,0.0
air56,MIC_AI,1.0,0.118881331745395,0.25,-52.447467301841996,0.6800005131367556,0.7,-2.857069551892054,656.2249512345807,1380.0,-52.44746730184198,46.551987523444026,75.0,-28.448012476555974,0.9111676168958884,0.68,0.23116761689588838,C:\mic_theory\outputs\air56_ep002_loadheavy_wspeed2_20260408h\results_run\20260408_203735_tmp_air56_ep022_mix04_train_20260322_ai_id_ref\eval\actor_ep001.pth,1.0,C:\mic_theory\paper\ieee_2026\data\passport\20260412_postrestore_ai_2motors_release\raw\air56\load_characteristics.csv,False,0.0
al31,FOC,1.0,0.5767708609707767,0.6,-3.8715231715372167,1.612588615299981,1.7,-5.141846158824639,1336.185827915633,1390.0,-3.8715231715372016,64.08812785205401,78.0,-13.911872147945985,0.8557911775551732,0.74,0.11579117755517321,C:\mic_theory\outputs\al31_anchor_ep008_medium4_20260328a\results_run\20260328_110425_tmp_al31_mid04_train_20260322_ai_id_ref\eval\actor_ep_init.pth,1.0,C:\mic_theory\paper\ieee_2026\data\passport\20260412_postrestore_ai_2motors_release\raw\al31\load_characteristics.csv,False,0.0
al31,MIC_AI,1.0,0.5774272072187568,0.6,-3.7621321302071893,1.621914404033597,1.7,-4.593270350964874,1337.70636339012,1390.0,-3.762132130207192,63.86958983177996,78.0,-14.130410168220038,0.8549046047090006,0.74,0.11490460470900066,C:\mic_theory\outputs\al31_anchor_ep008_medium4_20260328a\results_run\20260328_110425_tmp_al31_mid04_train_20260322_ai_id_ref\eval\actor_ep_init.pth,1.0,C:\mic_theory\paper\ieee_2026\data\passport\20260412_postrestore_ai_2motors_release\raw\al31\load_characteristics.csv,False,0.0
