motor,seed,controller,avg_power_saving_pct,avg_eta_gain_pct,err_failures,start_stop_power_saving_pct,worst_current_peak_ratio,worst_current_mean_ratio,avg_controller_speed_err,checkpoint,supervisor_source
air56,101,PI,0.0,0.0,0.0,0.0,1.0,1.0,3.516806350257248,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,baseline
air56,101,FOC,0.0,0.0,0.0,0.0,1.0,1.0,3.516806350257248,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,n/a
air56,101,MIC,0.5763272819896914,0.18874458570594943,2.0,-0.21170899601214987,1.0499002823271937,1.0024677039169743,3.7671867893877518,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,config
air56,202,PI,0.0,0.0,0.0,0.0,1.0,1.0,3.516806350257248,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,baseline
air56,202,FOC,0.0,0.0,0.0,0.0,1.0,1.0,3.516806350257248,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,n/a
air56,202,MIC,0.5763272819896914,0.18874458570594943,2.0,-0.21170899601214987,1.0499002823271937,1.0024677039169743,3.7671867893877518,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,config
air56,303,PI,0.0,0.0,0.0,0.0,1.0,1.0,3.516806350257248,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,baseline
air56,303,FOC,0.0,0.0,0.0,0.0,1.0,1.0,3.516806350257248,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,n/a
air56,303,MIC,0.5763272819896914,0.18874458570594943,2.0,-0.21170899601214987,1.0499002823271937,1.0024677039169743,3.7671867893877518,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,config
air56,404,PI,0.0,0.0,0.0,0.0,1.0,1.0,3.516806350257248,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,baseline
