policy,load_torque,omega_ref,speed_err_abs,speed_err_rel,valid_speed,omega_ss,n2_rpm,i_rms,v_rms_phase,vll_rms,p_el,p_el_pos,p_el_motor_pos,p_mech,p_shaft,p2_kw,m2,eta,eta_raw,eta_pct,cos_phi,cos_phi_method,cos_phi_warning,cos_phi_phase_raw,cos_phi_line_raw,t_start,t_end,load_factor
FOC,0.3459890067215116,144.5132620651305,56.48008544168012,0.3908297732302602,0,88.03317662345039,840.6549129422411,0.4491620030914554,143.18189841393087,246.471465986187,164.03722776727074,164.03722776727074,160.5115653102698,132.47179194838438,30.45851133848699,0.03045851133848699,0.34598900672151156,0.18568048090705527,0.18568048090705527,18.568048090705528,0.8319437223542012,phase,,0.8319437223542012,1.4409687961554518,0.8404999999999628,1.1999999999999234,0.2
MIC_AI,0.3459890067215116,144.5132620651305,61.95389075796939,0.42870730251765726,0,82.55937130716111,788.383922525633,0.4850735329982454,124.67735233606436,214.56044100379947,163.74796363355074,163.74796363355074,159.85998209526215,124.40169128793254,28.56463487411714,0.028564634874117138,0.3459890067215116,0.17444268765406776,0.17444268765406776,17.444268765406775,0.8810962551085779,phase,,0.8810962551085779,1.526103480206726,0.8404999999999628,1.1999999999999234,0.2
FOC,0.6919780134430232,144.5132620651305,66.830996359598,0.4624558009733254,0,77.6822657055325,741.8109946568111,0.48376224475881097,139.0857438560732,239.38595079281532,172.09591580568124,172.09591580568124,168.27953894411462,135.71969454285846,53.75441990266746,0.05375441990266746,0.691978013443023,0.31235151427627844,0.31235151427627844,31.235151427627844,0.8336724894997569,phase,,0.8336724894997569,1.4439631086860105,0.8404999999999628,1.1999999999999234,0.4
MIC_AI,0.6919780134430232,144.5132620651305,72.6700888791462,0.5028610373931952,0,71.8431731859843,686.0517683973907,0.521684069381832,120.4665257036094,207.28843666869975,170.6493173346291,170.6493173346291,166.4229967826045,125.3884479906419,49.713896260680485,0.049713896260680485,0.6919780134430232,0.29132197559979495,0.29132197559979495,29.132197559979495,0.8827101555146774,phase,,0.8827101555146774,1.5288988377084463,0.8404999999999628,1.1999999999999234,0.4
FOC,1.0379670201645348,144.5132620651305,75.8103401394798,0.5245908856815711,0,68.7029219256507,656.0645777594319,0.5181664436200443,134.8306156050326,232.04476481440628,179.44154584634262,179.44154584634262,175.3043735658664,137.8817144283172,71.31136714776433,0.07131136714776433,1.0379670201645346,0.39740722702438647,0.39740722702438647,39.740722702438646,0.836399364832487,phase,,0.836399364832487,1.4486861953082055,0.8404999999999628,1.1999999999999234,0.6
MIC_AI,1.0379670201645348,144.5132620651305,82.03993301379485,0.5676982986988445,0,62.473329051335654,596.5763477955946,0.5596471177975372,116.14994495279835,199.82743278671478,177.2285416152386,177.2285416152386,172.61190028343893,125.26821201638852,64.84525519517334,0.06484525519517334,1.0379670201645348,0.36588494496530777,0.36588494496530777,36.58849449653078,0.885148625346293,phase,,0.885148625346293,1.5331223913495287,0.8404999999999628,1.1999999999999234,0.6
FOC,1.3839560268860465,144.5132620651305,83.29973571023481,0.5764158563709714,0,61.2135263548957,584.5461182080596,0.5522617968548114,130.97580187351767,225.39292804551135,186.06765179180096,186.06765179180096,181.57946831650676,139.1442436851613,84.71682872580574,0.08471682872580574,1.3839560268860465,0.45530121926082573,0.45530121926082573,45.53012192608257,0.836776389772303,phase,,0.836776389772303,1.4493392216596872,0.8404999999999628,1.1999999999999234,0.8
MIC_AI,1.3839560268860465,144.5132620651305,89.79004788386627,0.621327389616317,0,54.72321418126424,522.5682023294826,0.5982908460416384,112.52157830151582,193.58607199257898,183.49587817451393,183.49587817451393,178.4393310393771,124.4771032057668,75.73452207673662,0.07573452207673663,1.3839560268860467,0.41273146203703404,0.41273146203703404,41.273146203703405,0.8835297109634552,phase,,0.8835297109634552,1.5303183493853492,0.8404999999999628,1.1999999999999234,0.8
FOC,1.729945033607558,144.5132620651305,90.00452748392493,0.6228115412920435,0,54.50873458120558,520.5200730169802,0.5857200281621223,126.9892455171625,218.49438644831937,192.48788489235295,192.48788489235295,187.62801549159823,139.68117468907772,94.29711467698914,0.09429711467698913,1.729945033607558,0.4898859724585987,0.4898859724585987,48.98859724585987,0.8408517122961904,phase,,0.8408517122961904,1.4563978873282901,0.8404999999999628,1.1999999999999234,1.0
MIC_AI,1.729945033607558,144.5132620651305,96.8482594329894,0.6701686616785453,0,47.66500263214111,455.1672468836076,0.6390428805481027,109.06888780835193,187.63158313521822,190.90247177636604,190.90247177636604,185.34084305019744,123.14991205280407,82.4578345803637,0.0824578345803637,1.729945033607558,0.431936966625343,0.431936966625343,43.1936966625343,0.8863780525117549,phase,,0.8863780525117549,1.535251821664314,0.8404999999999628,1.1999999999999234,1.0
