controller,samples,avg_power_saving_pct_mean,avg_power_saving_pct_std,avg_power_saving_pct_min,avg_power_saving_pct_max,avg_eta_gain_pct_mean,avg_eta_gain_pct_std,avg_eta_gain_pct_min,avg_eta_gain_pct_max,err_failures_mean,err_failures_std,err_failures_min,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_std,start_stop_power_saving_pct_min,start_stop_power_saving_pct_max,worst_current_peak_ratio_mean,worst_current_peak_ratio_std,worst_current_peak_ratio_min,worst_current_peak_ratio_max,worst_current_mean_ratio_mean,worst_current_mean_ratio_std,worst_current_mean_ratio_min,worst_current_mean_ratio_max,avg_controller_speed_err_mean,avg_controller_speed_err_std,avg_controller_speed_err_min,avg_controller_speed_err_max
FOC,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.645323486962666,3.377872731165686,1.1896475924104453,9.229516518220306
MIC,15,1.531974706800394,1.4987257875700597,0.3714083621434021,3.6481884762680883,1.4778695131116892,1.9582878601550835,-0.0002914404025833317,4.245155394031702,1.3333333333333333,0.9428090415820634,0.0,2.0,4.608192828604282,6.911985537092093,-0.34661870591834454,14.382906187743338,1.0878823703331308,0.06744572382943137,1.031101326880719,1.1826455017914799,1.0611027629171423,0.07780891974479043,1.0024677039169743,1.1710601670439393,4.715923617667034,3.499467767340887,0.9838284571412969,9.396755606472055
PI,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.645323486962666,3.377872731165686,1.1896475924104453,9.229516518220306
