policy,load_torque,omega_ref,speed_err_abs,speed_err_rel,valid_speed,omega_ss,n2_rpm,i_rms,v_rms_phase,vll_rms,p_el,p_el_pos,p_el_motor_pos,p_mech,p_shaft,p2_kw,m2,eta,eta_raw,eta_pct,cos_phi,cos_phi_method,cos_phi_warning,cos_phi_phase_raw,cos_phi_line_raw,t_start,t_end,load_factor
FOC,0.8243997052242062,145.56045961632708,0.050912087774491965,0.0003497659179470007,1,145.61137170410157,1390.4861746259462,0.661806785482192,218.10258514877407,377.7023509892628,187.12827410928952,187.12827410928952,181.8511432729015,170.16765476361115,120.04197191015368,0.12004197191015367,0.8243997052242064,0.6414956397238235,0.6414956397238235,64.14956397238235,0.41995499590277474,phase,phase_line_disagreement,0.41995499590277474,0.7273833897959855,1.1259999999999868,1.4999999999999456,0.2
MIC_AI,0.8243997052242062,145.56045961632708,0.05551889929790832,0.0003814147017964,1,145.615978515625,1390.530166435497,0.6612322519621698,218.01577063631512,377.550001558044,187.0161740458013,187.0161740458013,181.74279793611208,170.08545402174514,120.0457697642156,0.1200457697642156,0.8243997052242064,0.6419004686451115,0.6419004686451115,64.19004686451115,0.4202367376253848,phase,phase_line_disagreement,0.4202367376253848,0.7278713807741582,1.1259999999999868,1.4999999999999456,0.2
FOC,1.6487994104484125,145.56045961632708,0.11452386600154796,0.0007867786781067718,1,145.44593575032553,1388.9063776374314,0.7756490261539418,216.4999188463395,374.9010662515305,322.280595632214,322.280595632214,316.1650535803922,292.8236955539284,239.81117311725438,0.2398111731172544,1.6487994104484123,0.7441067702100391,0.7441067702100391,74.4106770210039,0.6275807596686276,phase,phase_line_disagreement,0.6275807596686276,1.087001761598736,1.1259999999999868,1.4999999999999456,0.4
MIC_AI,1.6487994104484125,145.56045961632708,0.10308835981666675,0.0007082167787075581,1,145.4573712565104,1389.0155786775965,0.7751182071337933,216.49617316088407,374.8944191087705,321.7236550831577,321.7236550831577,315.6121804885262,292.3348547430836,239.83002797311025,0.23983002797311026,1.6487994104484127,0.7454535101284984,0.7454535101284984,74.54535101284984,0.626923195437904,phase,phase_line_disagreement,0.626923195437904,1.0858628269418829,1.1259999999999868,1.4999999999999456,0.4
FOC,2.4731991156726183,145.56045961632708,0.47114223351456985,0.0032367459869007123,1,145.0893173828125,1385.500923078208,0.950416053330895,214.88197697035199,372.08838960368007,469.63557023780777,469.63557023780777,461.9949479373029,417.8381612950289,358.8347714447157,0.3588347714447157,2.4731991156726183,0.7640706841328347,0.7640706841328347,76.40706841328347,0.7540535995683925,phase,,0.7540535995683925,1.3060591460826532,1.1259999999999868,1.4999999999999456,0.6
MIC_AI,2.4731991156726183,145.56045961632708,0.4538252576031141,0.0031177784049275553,1,145.10663435872397,1385.6662880171507,0.9508349022655044,214.94495130746,372.19746737443097,469.06632877209563,469.06632877209563,461.42185915385056,417.37789843538474,358.8775997742261,0.3588775997742261,2.4731991156726183,0.7650892374084546,0.7650892374084546,76.50892374084546,0.7525659180967617,phase,,0.7525659180967617,1.3034824061883097,1.1259999999999868,1.4999999999999456,0.6
FOC,3.297598820896825,145.56045961632708,1.5935920219260424,0.010947973276028967,1,143.96686759440104,1374.7823171463197,1.2108529289126713,213.97975061430512,370.52989216011576,651.0004648353912,651.0004648353912,640.5393818879483,558.8173789609289,474.74497282750616,0.47474497282750616,3.297598820896825,0.7292544298682611,0.7292544298682611,72.92544298682611,0.824063176488437,phase,,0.824063176488437,1.4273192903245717,1.1259999999999868,1.4999999999999456,0.8
MIC_AI,3.297598820896825,145.56045961632708,1.4878787650901018,0.010221723461246965,1,144.07258085123698,1375.7918043888667,1.2063623582256342,214.05177805447659,370.65396368002007,648.0547317595181,648.0547317595181,637.646833327097,556.7551168340311,475.0935727386015,0.4750935727386015,3.2975988208968245,0.7331071736004244,0.7331071736004244,73.31071736004245,0.823118447774428,phase,,0.823118447774428,1.425682972192539,1.1259999999999868,1.4999999999999456,0.8
FOC,4.121998526121031,145.56045961632708,5.635406922642176,0.03871523171537217,1,139.9250526936849,1336.1858279156327,1.6125886152999813,213.48750372069625,369.6799137729542,899.9652202389793,899.9652202389793,883.8633138922618,727.5740990119496,576.7708609707767,0.5767708609707767,4.12199852612103,0.6408812785205402,0.6408812785205402,64.08812785205401,0.8557911775551732,phase,,0.8557911775551732,1.4822738001947584,1.1259999999999868,1.4999999999999456,1.0
MIC_AI,4.121998526121031,145.56045961632708,5.47617682010312,0.03762132130207202,1,140.08428279622396,1337.70636339012,1.621914404033597,213.43074804137441,369.5814881387688,904.0722020285201,904.0722020285201,887.8177596385268,729.5221525765369,577.4272072187568,0.5774272072187568,4.121998526121031,0.6386958983177996,0.6386958983177996,63.86958983177996,0.8549046047090006,phase,,0.8549046047090006,1.4807382109805765,1.1259999999999868,1.4999999999999456,1.0
