policy,load_torque,omega_ref,speed_err_abs,speed_err_rel,valid_speed,omega_ss,n2_rpm,i_rms,v_rms_phase,vll_rms,p_el,p_el_pos,p_el_motor_pos,p_mech,p_shaft,p2_kw,m2,eta,eta_raw,eta_pct,cos_phi,cos_phi_method,cos_phi_warning,cos_phi_phase_raw,cos_phi_line_raw,t_start,t_end,load_factor
FOC,0.3459890067215116,144.5132620651305,25.910423737086887,0.17929443545056337,0,118.60283832804362,1132.5736790782228,0.45267125072579617,186.0443049897358,320.9527186965136,213.52674512897292,213.52674512897292,209.78183273225883,181.31585164068747,41.035278227471835,0.041035278227471834,0.34598900672151156,0.19217863412232503,0.19217863412232503,19.217863412232504,0.8303234949726434,phase,,0.8303234949726434,1.4381624800107795,1.1254999999999316,1.4999999999998903,0.2
MIC_AI,0.3459890067215116,144.5132620651305,36.535058879095345,0.2528145746418028,0,107.97820318603516,1031.1158869943122,0.7009418933381802,128.88669864001145,222.40536571740452,261.93494434926606,261.93494434926606,254.93007902978698,172.35184560701194,37.35927126790987,0.03735927126790987,0.3459890067215116,0.1426280535448326,0.1426280535448326,14.26280535448326,0.9406102541510252,phase,,0.9406102541510252,1.6291847503098504,1.1254999999999316,1.4999999999998903,0.2
FOC,0.6919780134430232,144.5132620651305,38.879737335719696,0.2690392340475785,0,105.63352472941081,1008.7258570143418,0.4866555168523326,181.03034404494596,312.2868754535316,223.74904575961688,223.74904575961688,219.72398551142254,186.80901301106005,73.09607659524215,0.07309607659524216,0.6919780134430231,0.32668776909007413,0.32668776909007413,32.66877690900741,0.8313486300198619,phase,,0.8313486300198619,1.4399380659971819,1.1254999999999316,1.4999999999998903,0.4
MIC_AI,0.6919780134430232,144.5132620651305,53.954277618922816,0.3733517384349557,0,90.55898444620769,864.7746009597612,0.7470885491104943,122.01086638953723,210.52652127337998,265.20706692840594,265.20706692840594,257.55459915711975,163.70696711946724,62.66482615650443,0.06266482615650443,0.6919780134430232,0.23628641152847235,0.23628641152847235,23.628641152847234,0.9418407218593682,phase,,0.9418407218593682,1.631315982897773,1.1254999999999316,1.4999999999998903,0.4
FOC,1.0379670201645348,144.5132620651305,50.123577606715784,0.3468441365895239,0,94.38968445841472,901.3550915064573,0.520605391185612,175.7940276930301,303.23714803819263,233.15088219146412,233.15088219146412,228.81377405726127,191.08617615487893,97.97337951157141,0.09797337951157141,1.0379670201645346,0.42021449196625993,0.42021449196625993,42.021449196625994,0.8333897063827433,phase,,0.8333897063827433,1.4434733139598201,1.1254999999999316,1.4999999999998903,0.6
MIC_AI,1.0379670201645348,144.5132620651305,69.44188465424183,0.48052257392781816,0,75.07137741088867,716.878847979611,0.7931150068584838,115.07251317363215,198.54230683200103,266.6390318960546,266.6390318960546,258.2887039022566,152.49524545037087,77.92161391082728,0.07792161391082728,1.0379670201645346,0.29223633673109006,0.29223633673109006,29.223633673109006,0.9433576870518386,phase,,0.9433576870518386,1.6339434436844453,1.1254999999999316,1.4999999999998903,0.6
FOC,1.3839560268860465,144.5132620651305,59.620774119573866,0.4125626483519793,0,84.89248794555664,810.6635452742687,0.554102659113712,171.005289767609,294.9674980196789,241.94551587113133,241.94551587113133,237.26866374666042,194.5160618885156,117.48747032960415,0.11748747032960415,1.3839560268860465,0.48559474188470636,0.48559474188470636,48.55947418847064,0.834678737675385,phase,,0.834678737675385,1.4457059816512217,1.1254999999999316,1.4999999999998903,0.8
MIC_AI,1.3839560268860465,144.5132620651305,83.23023443146351,0.5759349228028122,0,61.28302763366699,585.2098065321192,0.839273926695454,108.21342379042483,186.6960937255194,266.5755779997383,266.5755779997383,257.47314488619844,138.94036222917146,84.81301543943756,0.08481301543943756,1.3839560268860465,0.3181574849272983,0.3181574849272983,31.815748492729828,0.9449869556595194,phase,,0.9449869556595194,1.6367654196921257,1.1254999999999316,1.4999999999998903,0.8
FOC,1.729945033607558,144.5132620651305,67.99395516001982,0.47050322017764507,0,76.51930690511068,730.7055561548499,0.5863226346782137,166.09164238901147,286.4727678053115,249.33876126929704,249.33876126929704,244.30918192013274,196.41629600608283,132.37419495558873,0.13237419495558875,1.729945033607558,0.530900989006754,0.530900989006754,53.0900989006754,0.8362460798521045,phase,,0.8362460798521045,1.4484206979341454,1.1254999999999316,1.4999999999998903,1.0
MIC_AI,1.729945033607558,144.5132620651305,95.46580705821319,0.660602395198773,0,49.04745500691732,468.3686946256934,0.8849024503511257,101.5285661752685,175.1468653930688,265.0443943904014,265.0443943904014,255.14829236545322,123.34550032621748,84.84940120030676,0.08484940120030676,1.7299450336075577,0.3201327890576945,0.3201327890576945,32.01327890576945,0.9466463412427568,phase,,0.9466463412427568,1.6396395598316398,1.1254999999999316,1.4999999999998903,1.0
