t,omega,omega_ref,i_rms,p_el,p_mech
0.001,-0.05152498185634613,0.0,0.0,0.0,-0.0
0.002,-0.10304378718137741,0.13089969754219055,0.0036092709057610815,0.20391141517591993,-0.0
0.003,-0.15455640852451324,0.2617993950843811,0.010408572145280999,-0.0940801071655207,-3.476132211757934e-08
0.004,-0.206062451004982,0.39269909262657166,0.09555521311280477,3.1993665169101106,-1.7670141187527842e-06
0.005,-0.25756219029426575,0.5235987901687622,0.17697746449178114,-6.3197301992072425,-2.7887882794811404e-06
0.006,-0.3090638220310211,0.6544984579086304,0.009590829884857363,0.07611334574423767,4.63718299537218e-05
0.007,-0.36057037115097046,0.7853981852531433,0.1267889751411794,2.9618425827050663,0.00013410733376208411
0.008,-0.4120151698589325,0.9162978529930115,0.19336764102587245,-4.598204697215598,-0.0003047505081685954
0.009000000000000001,-0.46349310874938965,1.0471975803375244,0.07128477013525128,-0.6863937344450999,2.1417824663826466e-05
0.010000000000000002,-0.5150212645530701,1.1780972480773926,0.08304088544493607,0.01911156216163773,0.0006047672295977893
0.011000000000000003,-0.5665587186813354,1.3089969158172607,0.1232938346281471,-3.0151452500762304,0.0008406037766090349
0.012000000000000004,-0.6180219054222107,1.439896583557129,0.09518943845085265,0.14406050959161848,7.46240797573719e-05
0.013000000000000005,-0.6694603562355042,1.5707963705062866,0.1328598428257925,0.08508128408288818,-0.00016672796438720985
0.014000000000000005,-0.7209453582763672,1.7016960382461548,0.12996432824798684,-1.6554868617315095,0.0005799771656252951
0.015000000000000006,-0.7724735140800476,1.832595705986023,0.0851515633679404,-1.4676773536424914,0.0013833000866660275
0.016000000000000007,-0.8239468336105347,1.9634953737258911,0.09299130140761128,1.1293344143802955,0.0006738487054317932
0.017000000000000008,-0.8753148913383484,2.094395160675049,0.17086707487423988,-2.4659650662890717,-0.0010189820927724398
0.01800000000000001,-0.9267212748527527,2.225294828414917,0.11878845354236203,-1.494353456726636,-0.00025411658892244085
0.01900000000000001,-0.9781818389892578,2.356194496154785,0.0640345762780989,-0.9591471675111642,0.0009119735967153977
0.02000000000000001,-1.0295894145965576,2.4870941638946533,0.05046126403527718,0.9868185605335597,-4.9293947801126044e-06
0.02100000000000001,-1.0808831453323364,2.6179938316345215,0.14413294700727652,-1.076400311979106,-0.0023329347913805514
0.022000000000000013,-1.1322773694992065,2.7488934993743896,0.1570412652074826,0.44679366758799277,-2.7646553183779026e-05
0.023000000000000013,-1.1838361024856567,2.879793167114258,0.1591814560864351,-1.2315672745251547,0.004009442133018004
0.024000000000000014,-1.2354109287261963,3.010693073272705,0.0985548946758761,-2.017399703405024,0.004736480437639009
0.025000000000000015,-1.2867475748062134,3.1415927410125732,0.02103762981153017,1.405211042094703,-0.0010371620544809548
0.026000000000000016,-1.3378959894180298,3.2724924087524414,0.11513896732320242,-2.8669933297565056,-0.005951980229052388
0.027000000000000017,-1.3892320394515991,3.4033920764923096,0.10567420824144645,4.642239610444226,-0.0007930930640968704
0.028000000000000018,-1.4407498836517334,3.5342917442321777,0.22386092408915167,-2.4734798779506115,0.004590349837929083
0.02900000000000002,-1.49227774143219,3.665191411972046,0.12443047469433056,-0.8621031311139177,0.005236553890052086
0.03000000000000002,-1.5438132286071777,3.796091079711914,0.05930933885730787,-0.9235461612358572,0.005844159076490557
0.03100000000000002,-1.5948799848556519,3.9269907474517822,0.06751248680034688,3.1170704197448433,-0.008716343473921246
0.03200000000000002,-1.6455707550048828,4.05789041519165,0.16455561717950137,-3.020897557134397,-0.021167028681689633
0.03300000000000002,-1.6967262029647827,4.188790321350098,0.050384212300796524,0.0023101376050642664,-0.005851351209613247
0.03400000000000002,-1.7482324838638306,4.319689750671387,0.06257637840389219,2.2601279592716326,0.006456986949434329
0.035000000000000024,-1.7999932765960693,4.450589656829834,0.12571798765201272,-3.1224734834385295,0.016028402139966043
0.036000000000000025,-1.851101279258728,4.581489086151123,0.059831168128816344,2.595657633007427,-0.007452855516835288
0.037000000000000026,-1.901664137840271,4.71238899230957,0.1677506144534705,-1.6771450212093653,-0.028160104783794413
0.03800000000000003,-1.9526870250701904,4.843288898468018,0.08708675044514527,0.3303351075245712,-0.01071195266179848
0.03900000000000003,-2.004063606262207,4.974188327789307,0.0760777433971861,1.7661144167687084,0.0034324853890740823
0.04000000000000003,-2.0556957721710205,5.105088233947754,0.10725138703356218,-0.7814326037504824,0.014276114075148469
0.04100000000000003,-2.106992721557617,5.235987663269043,0.02900713076552918,1.0033419240130068,0.0007721420043899887
0.04200000000000003,-2.1574208736419678,5.36688756942749,0.15819743208558967,3.4619406241210244,-0.036435870078465715
0.04300000000000003,-2.2076992988586426,5.497786998748779,0.1783299796093688,-0.6330077493523825,-0.04362499476585748
0.04400000000000003,-2.258420705795288,5.628686904907227,0.1091194040629249,1.3873094984008087,-0.024348132972419008
0.04500000000000003,-2.3096261024475098,5.759586334228516,0.1755776056480939,1.9638529666787878,-0.002264076594565944
0.046000000000000034,-2.361021041870117,5.890486240386963,0.15714132065484868,0.11558263491941934,0.006918427768472829
0.047000000000000035,-2.411726713180542,6.02138614654541,0.13166036841916393,3.0024059161222256,-0.025867621314994146
0.048000000000000036,-2.4618022441864014,6.152285575866699,0.1727710321066053,1.287076764080481,-0.05713834646274585
0.04900000000000004,-2.512209892272949,6.2831854820251465,0.13988465290063426,1.581695147714614,-0.041328439118205954
0.05000000000000004,-2.5628256797790527,6.4140849113464355,0.12230643897281024,1.7873325834153309,-0.031173138942928433
0.05100000000000004,-2.6135356426239014,6.544984817504883,0.11508987805689003,1.9302813343369003,-0.026552804309710135
0.05200000000000004,-2.6642444133758545,6.675884246826172,0.11417009654045564,2.0728073658745396,-0.026805240219251517
0.05300000000000004,-2.7148730754852295,6.806784152984619,0.11775686591765375,2.246712658757886,-0.03133110763457025
0.05400000000000004,-2.765360116958618,6.937683582305908,0.1251143584335671,2.5117042088149844,-0.039416526211552894
0.05500000000000004,-2.8156540393829346,7.0685834884643555,0.13645289742792877,2.893869408389727,-0.05067652057245069
0.05600000000000004,-2.865710973739624,7.199483394622803,0.15176635090100063,3.4118575511727163,-0.06480575093967998
0.057000000000000044,-2.9154937267303467,7.330382823944092,0.1707420440841434,4.07908914655523,-0.08156964933460016
0.058000000000000045,-2.9649693965911865,7.461282730102539,0.1928887187503343,4.08141525459624,-0.1008020481625186
0.059000000000000045,-3.0150346755981445,7.592182159423828,0.2281064467394027,7.116915318334811,-0.06660356761949408
0.060000000000000046,-3.0655155181884766,7.723082065582275,0.2762852693299103,4.633370789069009,-0.04186911705277059
0.06100000000000005,-3.115095376968384,7.8539814949035645,0.2662814659439895,6.049722660368514,-0.09830379857789699
0.06200000000000005,-3.1637823581695557,7.984881401062012,0.27772255430363213,7.785931627169488,-0.15595787989501653
0.06300000000000004,-3.211601972579956,8.1157808303833,0.3030930476402407,7.584127684746132,-0.2136664652363585
0.06400000000000004,-3.2601046562194824,8.24668025970459,0.3198497470188322,9.289783129422025,-0.17196656217907882
0.06500000000000004,-3.3090527057647705,8.377580642700195,0.3424990081883904,10.425098975210497,-0.14470150221709793
0.06600000000000004,-3.3582053184509277,8.508480072021484,0.36326758351293104,9.118356502309668,-0.13270207024616468
0.06700000000000005,-3.4053399562835693,8.639379501342773,0.37259909418371423,12.754266758475222,-0.27160879109045216
0.06800000000000005,-3.4505980014801025,8.770279884338379,0.4068668831221444,11.675428898714646,-0.4043460407605496
0.06900000000000005,-3.4964747428894043,8.901179313659668,0.41169237320769314,12.458766791218121,-0.36606412919018244
0.07000000000000005,-3.542668581008911,9.032078742980957,0.4199426539246406,13.062504703132214,-0.3480559537224738
0.07100000000000005,-3.5888779163360596,9.162978172302246,0.42910334664916877,13.553940070393057,-0.3510724562083122
0.07200000000000005,-3.6348373889923096,9.293878555297852,0.4383037801341822,14.025889273843086,-0.3733398259808805
0.07300000000000005,-3.6803131103515625,9.42477798461914,0.4476122732656262,14.544936560624905,-0.41321366673075965
0.07400000000000005,-3.7250990867614746,9.55567741394043,0.4574300898025455,15.157973979117731,-0.46920540639702657
0.07500000000000005,-3.769014358520508,9.686577796936035,0.4682068488893957,15.89758846360007,-0.5399767306985186
0.07600000000000005,-3.811898708343506,9.817477226257324,0.48031967010588983,16.786134064190364,-0.6243350391965142
0.07700000000000005,-3.853609085083008,9.948376655578613,0.4940332146228133,17.83875540692317,-0.7212287364855648
0.07800000000000006,-3.8940184116363525,10.079276084899902,0.5094989265932385,19.065596458309063,-0.8297419579429931
0.07900000000000006,-3.933011054992676,10.210176467895508,0.5267718948326737,20.473388580208407,-0.9490875705516153
