motor,avg_power_saving_pct_mean,avg_power_saving_pct_min,avg_eta_gain_pct_mean,avg_eta_gain_pct_min,err_failures_mean,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_min,mean_pass,worst_case_pass,acceptance_pass
air56,0.5763272819896914,0.5763272819896914,0.1887445857059494,0.1887445857059494,2.0,2.0,-0.2117089960121498,-0.2117089960121498,True,True,True
al31,3.648188476268088,3.648188476268088,-0.0002914404025833,-0.0002914404025833,0.0,0.0,14.38290618774334,14.382906187743338,False,False,False
ao2,0.3714083621434021,0.3714083621434021,4.245155394031702,4.245155394031702,2.0,2.0,-0.3466187059183445,-0.3466187059183445,True,True,True
