motor,avg_power_saving_pct_mean,avg_power_saving_pct_min,avg_eta_gain_pct_mean,avg_eta_gain_pct_min,err_failures_mean,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_min,mean_pass,worst_case_pass,acceptance_pass
air56,0.3500777206862449,0.1560243325730848,0.1764606815832181,0.1627793321678228,2.2,3.0,-0.9097994904218608,-1.5053614303060625,False,False,False
al31,0.0490245866749628,-1.553699625858815,-0.0023639551356768,-0.0081334753033429,1.0,1.0,0.1152759617527143,-6.172046690664845,False,False,False
ao2,0.369894319549931,0.1934889247011628,-2.018746745748297,-2.2651677413913136,2.0,2.0,-0.0776087621240062,-0.2007086852283235,False,False,False
