motor,mode,samples,avg_power_saving_pct_mean,avg_power_saving_pct_min,avg_eta_gain_pct_mean,avg_eta_gain_pct_min,err_failures_mean,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_min,score
air56,mode1_foc_encoder_vs_mic_sensorless,5,0.3500777206862449,0.1560243325730848,0.1764606815832181,0.1627793321678228,2.2,3.0,-0.9097994904218608,-1.5053614303060625,2.0000000000000018
air56,mode2_foc_sensorless_vs_mic_sensorless,5,0.3500777206862449,0.1560243325730848,0.1764606815832181,0.1627793321678228,2.2,3.0,-0.9097994904218608,-1.5053614303060625,2.0000000000000018
