policy,load_torque,omega_ref,speed_err_abs,speed_err_rel,valid_speed,omega_ss,n2_rpm,i_rms,v_rms_phase,vll_rms,p_el,p_el_pos,p_el_motor_pos,p_mech,p_shaft,p2_kw,m2,eta,eta_raw,eta_pct,cos_phi,cos_phi_method,cos_phi_warning,cos_phi_phase_raw,cos_phi_line_raw,t_start,t_end,load_factor
FOC,4.0066978680477146,104.82447487477944,12.420108501081529,0.11848481488620156,0,92.40436637369791,882.3967002989123,2.726155894231683,83.3639386012001,138.72420671713584,300.84811171550297,300.84811171550297,285.1617269032679,221.40335018234325,370.2363777477953,0.3702363777477953,4.006697868047714,1.02,1.2306421856418674,102.0,0.4182549303847483,phase,phase_line_disagreement,0.4182549303847483,0.7244387899425677,1.1259999999999868,1.4999999999999456,0.2
MIC_AI,4.0066978680477146,104.82447487477944,107.37563747529671,1.0243374708393704,0,-2.551162600517273,24.3618083102099,16.954578488157043,14.856554948940039,24.988536175392767,325.1707285009804,325.1707285009804,41.68994546007341,2.8497856307233875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,,-0.022789886354625734,-0.03947324106493244,0.011000000000000003,0.014000000000000005,0.2
FOC,8.013395736095429,104.82447487477944,105.67966820560133,1.008158336417554,0,-0.8551933308218916,8.166494753971595,11.864940635490631,59.43239184516801,100.29952599787146,1051.2086703249897,1156.5806137923216,1045.4506683476945,-25.684992319414654,56.746517979044235,0.05674651797904424,66.35519236861617,0.05398216318126504,0.05398216318126504,5.3982163181265035,0.4381568020383534,phase,phase_line_disagreement,0.4381568020383534,0.7589098428123269,1.1259999999999868,1.4999999999999456,0.4
MIC_AI,8.013395736095429,104.82447487477944,110.85623497132943,1.0575415245700526,0,-6.031760096549988,57.59906609462271,21.563257393480516,13.350642226312088,23.5010437175012,659.524820620032,659.524820620032,130.89485070348616,104.51200589818819,0.0,0.0,0.0,0.0,0.0,0.0,0.1483176519826384,phase,phase_line_disagreement,0.1483176519826384,0.2568937088932486,0.012000000000000004,0.015000000000000006,0.4
FOC,12.020093604143142,104.82447487477944,108.53386246681696,1.0353866556113793,0,-3.709387592037519,35.42204226699084,15.271825499178865,96.24262059026573,164.52381025311104,1805.1966706979867,2128.220551418316,1971.8445482510658,-23.501417140921077,94.90773933573475,0.09490773933573475,25.585824339160833,0.05257473652388151,0.05257473652388151,5.257473652388152,0.36382320772539595,phase,phase_line_disagreement,0.36382320772539595,0.6301602807530715,1.1259999999999868,1.4999999999999456,0.6
MIC_AI,12.020093604143142,104.82447487477944,113.49526328210518,1.082717212918869,0,-8.670788407325745,82.79993013178769,21.124981881024087,14.238204962702634,25.013576760354315,452.12855361989216,452.12855361989216,54.08618619617964,124.18284348756521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,,-0.03294746814129906,-0.0570666888014869,0.012000000000000004,0.015000000000000006,0.6
FOC,16.026791472190858,104.82447487477944,123.31464466604079,1.1763917235297312,0,-18.490169791261355,176.568115253261,20.39390411474435,144.28741089637336,247.58954133776493,2805.969815076969,3706.2718855401627,3428.7582916979595,-281.2625247118296,128.7727555656777,0.1287727555656777,6.964390106711569,0.045892423672471115,0.045892423672471115,4.589242367247111,0.27685083094833796,phase,phase_line_disagreement,0.27685083094833796,0.4795197053201835,1.1259999999999868,1.4999999999999456,0.8
MIC_AI,16.026791472190858,104.82447487477944,116.14463931684182,1.1079916160380021,0,-11.320164442062378,108.0996076540401,18.76036693534545,15.090854065690207,26.218625853136825,263.5675104651036,263.5675104651036,52.85902189857749,140.12182432363312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range,-0.2082350759061375,-0.36067373138739184,0.012000000000000004,0.015000000000000006,0.8
FOC,20.03348934023857,104.82447487477944,104.82447487477944,1.0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range|non_finite_cosphi,nan,nan,1.1259999999999868,1.4999999999999456,1.0
MIC_AI,20.03348934023857,104.82447487477944,118.80039936666176,1.1333269211086208,0,-13.975924491882324,133.46024802972946,18.326750612030953,15.915710089850377,27.17329505829594,99.87831953145209,99.87831953145209,51.376395514705045,152.45429869725217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phase,both_phase_and_line_out_of_range,-0.34738308292471454,-0.6016851493155181,0.012000000000000004,0.015000000000000006,1.0
