motor,mode,samples,avg_power_saving_pct_mean,avg_power_saving_pct_min,avg_eta_gain_pct_mean,avg_eta_gain_pct_min,err_failures_mean,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_min,score
air56,mode1_foc_encoder_vs_mic_sensorless,5,0.5505135361877611,0.4925641263328506,-0.0063514654101665,-0.0290410579808386,0.4,1.0,2.1295841907098034,1.7495819516475164,0.0952719811524975
air56,mode2_foc_sensorless_vs_mic_sensorless,5,0.5505135361877611,0.4925641263328506,-0.0063514654101665,-0.0290410579808386,0.4,1.0,2.1295841907098034,1.7495819516475164,0.0952719811524975
