motor,seed,controller,avg_power_saving_pct,avg_eta_gain_pct,err_failures,start_stop_power_saving_pct,worst_current_peak_ratio,worst_current_mean_ratio,avg_controller_speed_err,checkpoint,supervisor_source
ao2,101,PI,0.0,0.0,0.0,0.0,1.0,1.0,8.991597624167799,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,baseline
ao2,101,FOC,0.0,0.0,0.0,0.0,1.0,1.0,8.991597624167799,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,n/a
ao2,101,MIC,0.07426210923468801,-2.358627282999473,2.0,-0.3097445483017047,1.2017637125370184,1.1836425556056371,9.16263783389405,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,config
ao2,202,PI,0.0,0.0,0.0,0.0,1.0,1.0,16.266247752871365,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,baseline
ao2,202,FOC,0.0,0.0,0.0,0.0,1.0,1.0,16.266247752871365,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,n/a
ao2,202,MIC,-0.06527203056053432,-2.6976192983130893,2.0,-0.33497230480958873,1.202475300136312,1.1847796510712079,16.45196029385497,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,config
ao2,303,PI,0.0,0.0,0.0,0.0,1.0,1.0,10.61751597701013,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,baseline
ao2,303,FOC,0.0,0.0,0.0,0.0,1.0,1.0,10.61751597701013,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,n/a
ao2,303,MIC,0.17563498189670246,-2.3579814320036556,2.0,-0.3230767639819332,1.201124451309615,1.1853032010972244,10.8052830837737,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,config
ao2,404,PI,0.0,0.0,0.0,0.0,1.0,1.0,10.753810193642975,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,baseline
ao2,404,FOC,0.0,0.0,0.0,0.0,1.0,1.0,10.753810193642975,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,n/a
ao2,404,MIC,0.012420778927002551,-2.2118136365012306,2.0,-0.2923301137111034,1.1840621760985883,1.1860508816235085,10.947001650800498,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,config
ao2,505,PI,0.0,0.0,0.0,0.0,1.0,1.0,11.827436863526701,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,baseline
ao2,505,FOC,0.0,0.0,0.0,0.0,1.0,1.0,11.827436863526701,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,n/a
ao2,505,MIC,0.36033126361549606,-2.331852890816885,2.0,-0.4361870953859315,1.1649367471316192,1.1860895209731916,12.012795760902987,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,config
