motor,policy,load_factor,p2_kw_model,p2_kw_nameplate,p2_kw_delta_pct,i1_a_model,i1_a_nameplate,i1_a_delta_pct,n2_rpm_model,n2_rpm_nameplate,n2_rpm_delta_pct,eta_pct_model,eta_pct_nameplate,eta_pct_delta_abs,cos_phi_model,cos_phi_nameplate,cos_phi_delta_abs,checkpoint_used,omega_ref_pu_used,load_csv,nominal_proxy_used,nominal_proxy_abs_err
air56,FOC,1.0,0.1323741949555887,0.25,-47.05032201776452,0.5863226346782137,0.7,-16.239623617398042,730.7055561548499,1380.0,-47.0503220177645,53.0900989006754,75.0,-21.9099010993246,0.8362460798521045,0.68,0.15624607985210448,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,1.0,C:\mic_theory\paper\ieee_2026\data\passport\20260322_postrestore_ai_air56sp\raw\air56\load_characteristics.csv,False,0.0
air56,MIC_AI,1.0,0.0848493937211946,0.25,-66.06024251152216,0.8849024554496078,0.7,26.41463649280112,468.3686533409944,1380.0,-66.06024251152215,32.01327821300385,75.0,-42.98672178699615,0.9466463122269386,0.68,0.2666463122269386,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_air56_025kw\best_actor.pth,1.0,C:\mic_theory\paper\ieee_2026\data\passport\20260322_postrestore_ai_air56sp\raw\air56\load_characteristics.csv,False,0.0
al31,FOC,1.0,0.5767708609707767,0.6,-3.8715231715372167,1.612588615299981,1.7,-5.141846158824639,1336.185827915633,1390.0,-3.8715231715372016,64.08812785205401,78.0,-13.911872147945985,0.8557911775551732,0.74,0.11579117755517321,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,1.0,C:\mic_theory\paper\ieee_2026\data\passport\20260322_postrestore_ai_air56sp\raw\al31\load_characteristics.csv,False,0.0
al31,MIC_AI,1.0,0.5787825916506237,0.6,-3.536234724896041,1.6669969857170432,1.7,-1.9413537813503947,1340.846337323945,1390.0,-3.5362347248960497,62.58808055118206,78.0,-15.41191944881794,0.8504287521545866,0.74,0.11042875215458658,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_al31_4_06kw\best_actor.pth,1.0,C:\mic_theory\paper\ieee_2026\data\passport\20260322_postrestore_ai_air56sp\raw\al31\load_characteristics.csv,False,0.0
ao2,FOC,0.8,0.1236736810880899,3.0,-95.87754396373033,17.387714565078834,7.2,141.49603562609494,63.91952997469166,1430.0,-95.5301027989726,5.575899458979947,84.0,-78.42410054102005,0.3273242361341625,0.82,-0.49267576386583745,C:\mic_theory\outputs\ai_id_ref\checkpoints\env_research_ao2_32_4_3kw\best_actor.pth,1.0,C:\mic_theory\paper\ieee_2026\data\passport\20260322_postrestore_ai_air56sp\raw\ao2\load_characteristics.csv,True,0.19999999999999996
