motor,avg_power_saving_pct_mean,avg_power_saving_pct_min,avg_eta_gain_pct_mean,avg_eta_gain_pct_min,err_failures_mean,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_min,mean_pass,worst_case_pass,acceptance_pass
air56,0.5705540416901611,0.2463959069341437,0.0015362317417683,-0.0309718775581613,0.2,1.0,2.3298587387504037,1.163334833937213,True,False,False
al31,0.3300196583537201,-1.5100636869465611,0.0009113011546624,-0.0069168030479432,0.6,1.0,1.1482292155770235,-6.012616631514289,True,False,False
ao2,0.1683579244930438,0.0178824771622565,0.3187636945644506,0.0514208864567655,0.0,0.0,0.6940609757059124,-0.1569884862270054,True,True,True
