policy,load_torque,omega_ref,speed_err_abs,speed_err_rel,valid_speed,omega_ss,n2_rpm,i_rms,v_rms_phase,vll_rms,p_el,p_el_pos,p_el_motor_pos,p_mech,p_shaft,p2_kw,m2,eta,eta_raw,eta_pct,cos_phi,cos_phi_method,cos_phi_warning,cos_phi_phase_raw,cos_phi_line_raw,t_start,t_end
FOC,0.3459890067215116,72.25663103256525,1.356516754407707,0.018773595378344447,1,70.90011427815755,677.0462191889424,0.7662314887846788,154.9313925299154,267.45974930506526,112.71829795832353,140.95696878900728,135.3337236545039,19.881155290653336,24.530660115541394,0.024530660115541395,0.3459890067215116,0.21762802100339876,0.21762802100339876,21.762802100339876,0.294996581252272,phase,phase_line_disagreement,0.294996581252272,0.5109490667880559,1.1254999999999316,1.4999999999998903
MIC_AI,0.3459890067215116,72.25663103256525,1.2137607933074435,0.01679791565095825,1,71.04287023925781,678.409438200839,0.7768806893856238,127.80439095994852,220.55473490759906,128.09047007415106,142.8252289769915,136.1579226211592,25.0987857379392,24.580052108726047,0.024580052108726047,0.3459890067215116,0.19189602547712373,0.19189602547712373,19.189602547712372,0.40358247829228605,phase,phase_line_disagreement,0.40358247829228605,0.699025357446803,1.1254999999999316,1.4999999999998903
FOC,0.3459890067215116,101.15928344559134,0.2771275923198573,0.0027395171543391837,1,100.88215585327148,963.3536264289083,0.32639731325189625,174.9203765073278,302.5351943796248,64.12774574155969,64.12774574155969,61.63329244498051,53.82003281300066,34.90411689959813,0.03490411689959813,0.3459890067215116,0.5442904080905122,0.5442904080905122,54.42904080905122,0.35983809170253905,phase,phase_line_disagreement,0.35983809170253905,0.6232578573274266,1.1254999999999316,1.4999999999998903
MIC_AI,0.3459890067215116,101.15928344559134,0.5631443566427805,0.00556690733130458,1,100.59613908894856,960.6223675179598,0.3193400381304354,145.58884729455582,251.84304158731857,73.17004071417331,73.17004071417331,70.71294836827266,60.160113747412574,34.80515824340434,0.03480515824340434,0.3459890067215116,0.47567498806465,0.47567498806465,47.567498806465,0.5069862844073868,phase,phase_line_disagreement,0.5069862844073868,0.8781260033341587,1.1254999999999316,1.4999999999998903
FOC,0.6919780134430232,72.25663103256525,0.907339376071107,0.012557177979446334,1,71.34929165649415,681.3355471941821,0.6895054276318069,158.7855778737493,274.2437548138719,117.06724227965634,134.22786856168173,129.31620060016868,45.58625514470772,49.37214110102769,0.04937214110102769,0.6919780134430231,0.42174172842548846,0.42174172842548846,42.17417284254885,0.33688886552259756,phase,phase_line_disagreement,0.33688886552259756,0.5835086315893779,1.1254999999999316,1.4999999999998903
MIC_AI,0.6919780134430232,72.25663103256525,0.8134872947722869,0.011258306443953321,1,71.44314373779297,682.2317685536723,0.6953916887673879,130.2426603501717,225.03251460553852,132.77936983892232,138.62758396183793,132.7979891496901,52.77720987812218,49.43708467780234,0.04943708467780234,0.6919780134430232,0.3723250437005055,0.3723250437005055,37.23250437005055,0.46464024117475783,phase,phase_line_disagreement,0.46464024117475783,0.8047805049557373,1.1254999999999316,1.4999999999998903
FOC,0.6919780134430232,101.15928344559134,2.916087960158393,0.028826696481364607,1,98.24319548543295,938.1534111990018,0.40394286856787903,176.71236628440863,305.3188625286773,134.35796433313425,134.35796433313425,131.2265871336724,113.26204827439241,67.98213124630448,0.06798213124630448,0.6919780134430232,0.5059776812169168,0.5059776812169168,50.59776812169168,0.6127928533548704,phase,phase_line_disagreement,0.6127928533548704,1.06138835652574,1.1254999999999316,1.4999999999998903
MIC_AI,0.6919780134430232,101.15928344559134,4.608766437127798,0.04555950062266534,1,96.55051700846354,921.9895223985054,0.45629159355706705,147.0791194158314,254.1189433321945,153.2671344726187,153.2671344726187,149.61282600170907,120.28451656831038,66.81083495641343,0.06681083495641343,0.6919780134430232,0.4359110332838463,0.4359110332838463,43.59110332838463,0.7431116721836518,phase,,0.7431116721836518,1.287107171919553,1.1254999999999316,1.4999999999998903
FOC,1.0379670201645348,72.25663103256525,0.6185728151987178,0.00856077575662134,1,71.63805821736653,684.0930647279314,0.629583084665169,161.35357607596882,278.80490671972535,131.01747594826347,139.78592513244175,135.09037020725037,74.253980847088,74.35794181825341,0.0743579418182534,1.0379670201645348,0.5675421639752553,0.5675421639752553,56.754216397525525,0.4117367746817496,phase,phase_line_disagreement,0.4117367746817496,0.7131490130933293,1.1254999999999316,1.4999999999998903
MIC_AI,1.0379670201645348,72.25663103256525,0.9086543581674675,0.012575376753421389,1,71.34797667439778,681.3229900401393,0.6102112156224896,132.9696583813332,229.81854066444063,141.24907938318182,143.7066706797517,138.72410341745703,79.94972383670894,74.05684674349341,0.07405684674349342,1.0379670201645348,0.5242996773281,0.5242996773281,52.42996773281,0.5585106302296746,phase,phase_line_disagreement,0.5585106302296746,0.9673687881251108,1.1254999999999316,1.4999999999998903
FOC,1.3839560268860465,72.25663103256525,0.8091897382130355,0.011198830150942725,1,71.44744129435222,682.2728071958495,0.5319136958865515,162.43255661379396,280.749038660925,152.81481289205433,153.53001894535973,149.3516151628579,114.64555847378787,98.88011698490575,0.09888011698490576,1.3839560268860467,0.6470584566612199,0.6470584566612199,64.70584566612199,0.573050147871292,phase,phase_line_disagreement,0.573050147871292,0.9925519713979359,1.1254999999999316,1.4999999999998903
MIC_AI,1.3839560268860465,72.25663103256525,1.9132169802377774,0.026478081705407937,1,70.34341405232747,671.7301236232686,0.5501890367452952,133.37177179526134,230.56005830741975,169.4817608471441,169.4817608471441,164.95198997349192,121.4103825600713,97.35219182945922,0.09735219182945921,1.3839560268860465,0.5744110241883864,0.5744110241883864,57.44110241883864,0.7493081418813421,phase,,0.7493081418813421,1.2978397722635135,1.1254999999999316,1.4999999999998903
