motor,avg_power_saving_pct_mean,avg_power_saving_pct_min,avg_eta_gain_pct_mean,avg_eta_gain_pct_min,err_failures_mean,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_min,mean_pass,worst_case_pass,acceptance_pass
air56,0.5171788014201678,0.3575504372436838,0.0003163541433032,-0.0183246400318304,0.2,1.0,1.959151562438215,1.5706104843470348,True,False,False
al31,1.4993147402499083,0.1112900459203036,-0.0028801462529087,-0.0117559009418233,0.0,0.0,5.796881142767063,0.1000242974893095,False,False,False
ao2,0.1683579244930438,0.0178824771622565,0.3187636945644506,0.0514208864567655,0.0,0.0,0.6940609757059124,-0.1569884862270054,True,True,True
