motor,mode,samples,avg_power_saving_pct_mean,avg_power_saving_pct_min,avg_eta_gain_pct_mean,avg_eta_gain_pct_min,err_failures_mean,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_min,score
air56,mode1_foc_encoder_vs_mic_sensorless,5,0.5171788014201678,0.3575504372436838,0.0003163541433032,-0.0183246400318304,0.2,1.0,1.959151562438215,1.5706104843470348,0.0
air56,mode2_foc_sensorless_vs_mic_sensorless,5,0.5171788014201678,0.3575504372436838,0.0003163541433032,-0.0183246400318304,0.2,1.0,1.959151562438215,1.5706104843470348,0.0
