motor,controller,samples,avg_power_saving_pct_mean,avg_power_saving_pct_std,avg_power_saving_pct_min,avg_power_saving_pct_max,avg_eta_gain_pct_mean,avg_eta_gain_pct_std,avg_eta_gain_pct_min,avg_eta_gain_pct_max,err_failures_mean,err_failures_std,err_failures_min,err_failures_max,start_stop_power_saving_pct_mean,start_stop_power_saving_pct_std,start_stop_power_saving_pct_min,start_stop_power_saving_pct_max,worst_current_peak_ratio_mean,worst_current_peak_ratio_std,worst_current_peak_ratio_min,worst_current_peak_ratio_max,worst_current_mean_ratio_mean,worst_current_mean_ratio_std,worst_current_mean_ratio_min,worst_current_mean_ratio_max,avg_controller_speed_err_mean,avg_controller_speed_err_std,avg_controller_speed_err_min,avg_controller_speed_err_max
air56,FOC,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.505448136737198,0.016502524414545392,3.4861598323844376,3.5258907223604616
air56,MIC,5,0.6147884835796003,0.11650485913872043,0.5151508570179902,0.8334788689859124,0.0013968558560217836,0.020296638330392955,-0.019478794161115198,0.03353242971192438,0.0,0.0,0.0,0.0,2.4344030008979956,0.148126267793381,2.1898001313737314,2.618266510388223,1.0375863883311731,0.0365906316006531,0.9961271755101523,1.0849975164362247,1.0010220405923196,0.0007173589816593506,1.0001728924301372,1.002137579783304,3.4146899383234106,0.02120112281629831,3.3915007965056776,3.440995421410201
air56,PI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.505448136737198,0.016502524414545392,3.4861598323844376,3.5258907223604616
al31,FOC,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8134077759355307,0.11398558301428142,0.6911568480581045,0.9512920123189688
al31,MIC,5,0.6211151560032363,0.3980665319843551,0.35404002065272944,1.413845803755784,0.006371654887438738,0.00589665602171064,-0.00034895129392975566,0.014792395670293335,0.0,0.0,0.0,0.0,2.1923158448266356,1.6258898222343967,1.0469397813219206,5.424968475342906,1.0420490686929202,0.017824654701237255,1.0248721098049596,1.0637319929174096,1.0077077240411596,0.005434699697304898,1.001011063313197,1.0138071121478858,0.7422583400084883,0.10016414104435503,0.6218401630453567,0.8612656595446634
al31,PI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8134077759355307,0.11398558301428142,0.6911568480581045,0.9512920123189688
ao2,FOC,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,11.691321682243794,2.4604459907865777,8.991597624167799,16.266247752871365
ao2,MIC,5,0.16835792449304388,0.09523651790019035,0.01788247716225655,0.2736640847209204,0.31876369456445064,0.24690607719715543,0.05142088645676557,0.719140674283919,0.0,0.0,0.0,0.0,0.6940609757059124,0.7934831673638816,-0.15698848622700545,1.9808595403335794,1.040252917846157,0.018532755949300875,1.0202471205318715,1.0678530284171581,1.005541916093892,0.001431802500180451,1.0036350869237176,1.007100731137672,11.622021916707716,2.1258227488524053,9.022563612339635,15.437490327882154
ao2,PI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,11.691321682243794,2.4604459907865777,8.991597624167799,16.266247752871365
