policy,load_torque,omega_ref,speed_err_abs,speed_err_rel,valid_speed,omega_ss,n2_rpm,i_rms,v_rms_phase,vll_rms,p_el,p_el_pos,p_el_motor_pos,p_mech,p_shaft,p2_kw,m2,eta,eta_raw,eta_pct,cos_phi,cos_phi_method,cos_phi_warning,cos_phi_phase_raw,cos_phi_line_raw,t_start,t_end,load_factor
FOC,0.8243997052242062,145.56045961632708,0.2558236995112111,0.0017575081872200692,1,145.30463591681587,1387.5570636197642,0.7340418930962406,216.29576216572738,374.5153621973313,235.20959524905052,235.20959524905052,229.42626688523944,211.6477681542856,119.78909901753362,0.11978909901753361,0.8243997052242062,0.5092866168605729,0.5092866168605729,50.92866168605729,0.48167380294106943,phase,phase_line_disagreement,0.48167380294106943,0.8342834993688515,0.8410000000000006,1.1999999999999786,0.2
MIC_AI,0.8243997052242062,145.56045961632708,0.6056470790278183,0.00416079394517029,1,144.95481253729926,1384.2164964162132,0.7086012901976403,217.53150555922923,376.7008635881901,231.20462476732965,231.20462476732965,225.60713106758098,209.9355503025991,119.5007047265796,0.1195007047265796,0.8243997052242064,0.5168612212962344,0.5168612212962344,51.686122129623435,0.48787376366664087,phase,phase_line_disagreement,0.48787376366664087,0.845022146350473,0.8410000000000006,1.1999999999999786,0.2
FOC,1.6487994104484125,145.56045961632708,3.0522365701302476,0.02096885773908265,1,142.50822304619683,1360.853287742675,1.094319156899906,214.48082575776724,371.34204869232394,490.7281935731583,490.7281935731583,481.65161521102465,420.2645739751585,234.96747414262023,0.23496747414262023,1.6487994104484127,0.47881388764672844,0.47881388764672844,47.88138876467284,0.6840365238754229,phase,phase_line_disagreement,0.6840365238754229,1.1847860135850339,0.8410000000000006,1.1999999999999786,0.4
MIC_AI,1.6487994104484125,145.56045961632708,3.80291155961865,0.026125993072861176,1,141.75754805670843,1353.684869628723,0.9595706057178374,215.40019757375512,372.9875230478831,448.84421032936814,448.84421032936814,441.1593822760602,397.49275474919284,233.72976166251334,0.23372976166251333,1.6487994104484123,0.520736942314571,0.520736942314571,52.073694231457104,0.7114612188457629,phase,,0.7114612188457629,1.2322869786557413,0.8410000000000006,1.1999999999999786,0.4
FOC,2.4731991156726183,145.56045961632708,8.77839907792918,0.06030758010154382,0,136.7820605383979,1306.1724636588542,1.4382385080276852,211.17893918809298,365.52820755761786,734.4197578285671,734.4197578285671,721.0282964245513,601.6893083118391,338.2892711634442,0.3382892711634442,2.4731991156726183,0.4606211469087544,0.4606211469087544,46.06211469087544,0.7913152538043774,phase,,0.7913152538043774,1.370598224393443,0.8410000000000006,1.1999999999999786,0.6
MIC_AI,2.4731991156726183,145.56045961632708,10.464881316698722,0.07189370893910607,0,135.09557829962836,1290.0677445746426,1.218598181925154,213.82595499688486,370.26220140886824,644.7542469268283,644.7542469268283,634.3035111235064,553.579775091494,334.1182647819218,0.3341182647819218,2.4731991156726183,0.5182102582099628,0.5182102582099628,51.82102582099628,0.8114372011015687,phase,,0.8114372011015687,1.4054504594594015,0.8410000000000006,1.1999999999999786,0.6
FOC,3.297598820896825,145.56045961632708,17.832281041023265,0.12250772694745649,0,127.72817857530382,1219.7142595430355,1.752550706185514,207.85650468345875,359.5719776714267,943.2621506641693,943.2621506641693,924.9483786760511,739.8122864126811,421.196291065221,0.421196291065221,3.297598820896825,0.446531529722303,0.446531529722303,44.653152972230295,0.8463734445292933,phase,,0.8463734445292933,1.4659618081018149,0.8410000000000006,1.1999999999999786,0.8
MIC_AI,3.297598820896825,145.56045961632708,20.061256739706252,0.13782078452200794,0,125.49920287662083,1198.429109514409,1.375556024807814,213.30216601045436,369.35875462141615,746.9409763649509,746.9409763649509,734.5609563210248,628.5641587907265,413.84602342943623,0.4138460234294362,3.2975988208968245,0.5540545190644803,0.5540545190644803,55.405451906448036,0.8345128667251748,phase,,0.8345128667251748,1.445418684737958,0.8410000000000006,1.1999999999999786,0.8
FOC,4.121998526121031,145.56045961632708,29.666869452142507,0.20381132026059406,0,115.89359016418457,1106.7022648377742,1.9660762755265864,203.31887221260558,351.3579966328967,1058.6347310366912,1058.6347310366912,1036.4902433652226,799.8358412015888,477.7132078436436,0.47771320784364363,4.121998526121031,0.4512540481038559,0.4512540481038559,45.12540481038559,0.864302778153801,phase,,0.864302778153801,1.497016324885315,0.8410000000000006,1.1999999999999786,1.0
MIC_AI,4.121998526121031,145.56045961632708,29.855911268006224,0.2051100370712032,0,115.70454834832086,1104.8970484710276,1.474349182922656,213.16648236153,369.12412794742335,801.4307397324052,801.4307397324052,787.7644037292531,665.9843843506859,476.9339777572781,0.47693397775727814,4.121998526121031,0.5951031749999066,0.5951031749999066,59.51031749999066,0.8355180295709218,phase,,0.8355180295709218,1.4471596778566724,0.8410000000000006,1.1999999999999786,1.0
